StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,DistributionChannel,con,sex,age,moliv,faliv,sib,cuz,roma,sibliv,cuzliv,orient,init,sibgen,WTRso_1,WTRso_2,WTRso_3,WTRso_4,WTRso_5,WTRso_6,WTRso_7,WTRso_8,WTRso_9,WTRso_10,WTRos_1,WTRos_2,WTRos_3,WTRos_4,WTRos_5,WTRos_6,WTRos_7,WTRos_8,WTRos_9,WTRos_10,M0_1,M0_2,M0_3,M0_4,M0_5,M0_6,M0_7,M0_8,M0_9,M0_10,M0_11,M0_12,Q57_1,Q57_2,Q57_3,Q57_4,Q57_5,Q57_6,Q57_7,Q57_8,Q57_9,Q57_10,Q57_11,Q57_12,Q58_1,Q58_2,Q58_3,Q58_4,Q58_5,Q58_6,Q58_7,Q58_8,Q58_9,Q58_10,Q58_11,Q58_12,Q59_1,Q59_2,Q59_3,Q59_4,Q59_5,Q59_6,Q59_7,Q59_8,Q59_9,Q59_10,Q59_11,Q59_12,Q60_1,Q60_2,Q60_3,Q60_4,Q60_5,Q60_6,Q60_7,Q60_8,Q60_9,Q60_10,Q60_11,Q60_12,cond,init
2014-03-31 13:37:24,2014-03-31 13:41:45,0,68.225.178.234,,261,1,2014-03-31 13:41:45,R_0MM3ZHLOprFd6S1,,,,,,1,1,10,1,1,1,1,2,1,1,,Ernest,,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,5,2,6,6,6,5,5,5,6,2,6,,,,,,,,,,,,,your father,Ernest
2014-03-31 13:39:37,2014-03-31 13:41:56,0,72.130.186.42,,139,1,2014-03-31 13:41:56,R_51kscizZVnjSVF3,,,,,,1,2,7,1,1,1,1,2,1,1,,Brian,1,1,1,1,1,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,,,,,,,,,,,,,2,2,1,2,2,2,1,2,2,3,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,your oldest living sibling,Brian
2014-03-31 13:37:18,2014-03-31 13:41:58,0,208.179.3.210,,280,1,2014-03-31 13:41:58,R_80lV9w2LbM37Aqx,,,,,,1,1,25,1,2,1,1,2,1,1,,Mary,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,6,3,6,6,6,6,6,6,6,6,2,your oldest living sibling,Mary
2014-03-31 13:39:32,2014-03-31 13:42:01,0,50.240.23.253,,149,1,2014-03-31 13:42:01,R_56CAlaGafYxKwZf,,,,,,1,2,9,1,3,2,1,2,,1,,Jane,,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,,3,3,2,2,2,3,2,3,3,3,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,your mother,Jane
2014-03-31 13:38:16,2014-03-31 13:42:09,0,206.74.128.18,,233,1,2014-03-31 13:42:09,R_ewKmIajeHpQJJcx,,,,,,1,2,18,1,1,1,1,1,1,1,1,deborah,,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,5,5,3,2,5,5,5,5,5,5,2,2,,,,,,,,,,,,,,,,,,,,,,,,,your mother,deborah
2014-03-31 13:38:26,2014-03-31 13:42:15,0,64.113.177.152,,229,1,2014-03-31 13:42:15,R_dbQFpbuJMtErKgl,,,,,,1,1,10,1,1,1,1,2,1,1,,Mike,,1,2,1,1,1,2,2,2,2,2,2,2,1,2,1,1,1,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,5,2,5,5,2,2,5,5,3,2,3,your closest friend,Mike
2014-03-31 13:39:43,2014-03-31 13:42:42,0,76.218.65.72,,179,1,2014-03-31 13:42:42,R_cSA4ldpamWf3NT7,,,,,,1,1,11,1,1,1,1,1,1,1,2,joe,1,1,2,1,2,1,2,1,2,1,2,1,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,,3,3,3,3,3,3,3,3,3,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,your oldest living sibling,joe
2014-03-31 13:39:03,2014-03-31 13:42:57,0,206.255.38.13,,234,1,2014-03-31 13:42:57,R_9HTXHhOoRDL08fz,,,,,,1,2,39,1,2,1,1,1,1,1,1,Beth,,1,1,1,1,1,1,1,2,2,2,1,1,1,1,1,1,1,2,2,2,2,1,1,1,2,1,1,2,1,2,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,an acquaintance,Beth
2014-03-31 13:37:44,2014-03-31 13:43:07,0,173.28.227.172,,323,1,2014-03-31 13:43:07,R_9zwC5sVDOwe2M6N,,,,,,1,1,7,1,1,1,1,2,1,1,,Michael,,1,1,1,1,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,,3,3,2,4,3,4,3,3,4,4,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,your first cousin,
2014-03-31 13:39:17,2014-03-31 13:43:14,0,173.71.61.142,,237,1,2014-03-31 13:43:15,R_6glG7f6TQkC0JFP,,,,,,1,2,10,1,1,1,2,1,1,,1,Alex,,1,2,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,6,5,2,4,6,6,5,5,5,4,5,4,,,,,,,,,,,,,,,,,,,,,,,,,your romantic partner,Alex
2014-03-31 13:39:51,2014-03-31 13:43:19,0,173.80.204.71,,208,1,2014-03-31 13:43:19,R_1z7Ms6Z2gbzuEzX,,,,,,1,1,16,1,2,1,1,2,1,1,,,,1,1,1,1,1,1,2,2,2,2,1,1,1,1,1,1,1,1,2,2,6,5,1,6,6,6,5,5,6,6,5,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a stranger,a stranger
2014-03-31 13:38:14,2014-03-31 13:43:22,0,76.180.225.130,,308,1,2014-03-31 13:43:22,R_emkQoFs6guYwmsl,,,,,,1,2,16,1,1,1,1,1,1,1,1,Ralph,,1,1,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,3,3,1,3,5,4,2,2,3,4,2,2,,,,,,,,,,,,,,,,,,,,,,,,,your romantic partner,Ralph
2014-03-31 13:40:17,2014-03-31 13:43:32,0,64.121.175.95,,195,1,2014-03-31 13:43:33,R_b48yib7snTEO2yx,,,,,,1,2,7,1,1,1,1,1,1,1,1,Meghan,,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,6,4,3,6,6,4,6,6,4,4,2,your first cousin,
2014-03-31 13:38:03,2014-03-31 13:43:34,0,96.254.166.126,,331,1,2014-03-31 13:43:34,R_af7IG8T1Ukvby0l,,,,,,1,2,19,1,2,1,1,1,1,1,1,Christy,,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,your first cousin,
2014-03-31 13:40:59,2014-03-31 13:44:06,0,70.177.111.215,,187,1,2014-03-31 13:44:06,R_aYiYtmrqWEVacpT,,,,,,1,2,17,1,1,1,1,1,1,1,1,Jenna,,1,1,1,2,2,2,2,2,2,2,1,1,1,1,1,2,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,5,1,2,5,5,2,5,5,4,2,3,,,,,,,,,,,,,your closest friend,Jenna
2014-03-31 13:39:16,2014-03-31 13:44:19,0,23.241.188.88,,303,1,2014-03-31 13:44:19,R_agiTKYYbCiP7Kbr,,,,,,1,2,18,1,1,1,1,1,1,1,1,Teresa,,2,2,2,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,6,1,1,6,6,3,6,6,4,2,1,an acquaintance,Teresa
2014-03-31 13:37:39,2014-03-31 13:44:26,0,76.115.59.149,,407,1,2014-03-31 13:44:26,R_dbPs0bivxAODl2Z,,,,,,1,1,8,1,1,1,1,2,1,1,,,,1,1,1,1,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,5,5,5,6,6,5,6,4,5,5,5,a stranger,a stranger
2014-03-31 13:43:13,2014-03-31 13:44:54,0,68.185.167.217,,101,1,2014-03-31 13:44:54,R_dgLjkG0M4SUkADj,,,,,,1,2,13,1,1,2,1,2,,1,,,,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,,3,3,1,1,3,3,1,2,3,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a stranger,a stranger
2014-03-31 13:42:03,2014-03-31 13:45:03,0,75.80.57.114,,180,1,2014-03-31 13:45:03,R_bjCzEAo6TvABCUl,,,,,,1,2,17,1,1,1,1,1,1,1,1,Robert,,1,1,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,5,4,2,3,5,5,3,4,3,3,3,2,,,,,,,,,,,,,,,,,,,,,,,,,your first cousin,
2014-03-31 13:40:22,2014-03-31 13:45:08,0,76.116.14.5,,286,1,2014-03-31 13:45:08,R_1Am3O2gkukuY4O9,,,,,,1,1,11,1,3,1,1,2,1,1,,Jake,,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,,4,2,1,3,3,4,2,2,2,3,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,your first cousin,
2014-03-31 13:43:26,2014-03-31 13:45:11,0,72.19.113.177,,105,1,2014-03-31 13:45:12,R_5guDpoOFkStF4fX,,,,,,1,1,3,1,1,1,1,1,1,1,2,Jordan,,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,6,6,5,4,5,4,6,5,5,5,5,,,,,,,,,,,,,an acquaintance,Jordan
2014-03-31 13:43:26,2014-03-31 13:45:34,0,128.163.7.150,,128,1,2014-03-31 13:45:34,R_72j8ArQPcaverNH,,,,,,1,1,24,1,1,1,1,1,1,1,2,Carla,,1,1,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,5,1,2,6,6,2,6,6,3,4,2,your romantic partner,Carla
2014-03-31 13:43:19,2014-03-31 13:45:40,0,192.12.88.209,,141,1,2014-03-31 13:45:40,R_3pGrtTDfKLZ3ReB,,,,,,1,1,10,1,1,1,1,1,1,1,2,George,,1,1,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,6,4,6,6,6,6,6,6,6,5,5,your closest friend,George
2014-03-31 13:35:36,2014-03-31 13:45:45,0,122.162.182.54,,609,1,2014-03-31 13:45:45,R_2ogk8562aEhlwbz,,,,,,1,2,12,1,1,2,1,1,,1,1,Barbara,,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,4,1,1,4,4,1,4,4,1,1,1,,,,,,,,,,,,,your closest friend,Barbara
2014-03-31 13:43:26,2014-03-31 13:45:58,0,76.186.191.210,,152,1,2014-03-31 13:45:58,R_6u5aADUsBatv3hP,,,,,,1,1,21,1,1,1,1,2,1,1,,nina,,1,1,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,3,3,1,2,3,3,2,3,3,3,2,2,,,,,,,,,,,,,,,,,,,,,,,,,your mother,nina
2014-03-31 13:43:07,2014-03-31 13:46:04,0,71.196.47.231,,177,1,2014-03-31 13:46:04,R_0CIJL91z4fEMzxb,,,,,,1,1,5,1,1,1,2,2,1,,,Mirna,,1,1,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,4,4,1,1,4,5,1,4,5,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,your mother,Mirna
2014-03-31 13:41:57,2014-03-31 13:46:13,0,108.75.34.71,,256,1,2014-03-31 13:46:13,R_d1iPHpfQEwDWCkB,,,,,,1,1,9,1,1,1,1,1,1,1,2,THOMAS,,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,4,2,1,3,3,2,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,your father,THOMAS
2014-03-31 13:44:20,2014-03-31 13:46:36,0,129.10.18.39,,136,1,2014-03-31 13:46:36,R_6RPoN1lLSEz5ig5,,,,,,1,2,5,1,2,1,1,1,1,1,1,Becca,,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,4,5,5,6,6,5,4,4,5,1,5,,,,,,,,,,,,,your closest friend,Becca
2014-03-31 13:40:58,2014-03-31 13:47:23,0,69.131.85.10,,385,1,2014-03-31 13:47:23,R_9KwXzRNvYIbpHnf,,,,,,1,1,23,1,1,1,1,1,1,1,2,Julie,,1,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,,2,2,1,2,2,2,2,2,2,3,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,your romantic partner,Julie
2014-03-31 13:43:48,2014-03-31 13:47:26,0,66.173.101.242,,218,1,2014-03-31 13:47:26,R_d9UHlVnHai9TYYB,,,,,,1,1,40,2,2,1,1,1,1,1,2,Edna,,1,2,2,2,2,2,2,2,2,2,1,1,1,2,2,2,2,2,2,2,,,,,,,,,,,,,3,3,1,1,3,3,1,2,3,2,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,your romantic partner,Edna
2014-03-31 13:45:49,2014-03-31 13:47:35,0,68.32.190.42,,106,1,2014-03-31 13:47:35,R_0qtFD9EzwoaLrh3,,,,,,1,1,5,1,1,1,1,2,1,1,,Dev,,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,1,1,1,1,1,2,2,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,your father,Dev
2014-03-31 13:43:42,2014-03-31 13:47:55,0,38.88.10.94,,253,1,2014-03-31 13:47:55,R_2r6ipPHiol7azxH,,,,,,1,1,10,1,1,1,1,2,1,1,,Van,,1,1,1,1,1,1,2,2,2,2,1,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,5,5,3,4,5,5,3,5,5,5,4,2,,,,,,,,,,,,,,,,,,,,,,,,,your first cousin,
2014-03-31 13:45:55,2014-03-31 13:48:10,0,75.142.129.176,,135,1,2014-03-31 13:48:10,R_5mBJvlyUVsLTpbL,,,,,,1,1,11,1,1,1,1,1,1,1,2,renee,,1,1,2,2,2,2,2,2,2,2,1,1,1,1,2,2,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,6,3,5,6,6,4,6,6,5,3,5,your romantic partner,renee
2014-03-31 13:45:07,2014-03-31 13:48:13,0,167.222.220.6,,186,1,2014-03-31 13:48:13,R_5irElxAWN07uS6F,,,,,,1,1,14,1,1,1,1,2,1,1,,Tim,,1,1,1,1,1,1,1,2,2,2,1,1,1,1,1,1,1,1,1,2,1,1,1,2,1,1,1,1,1,1,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,an acquaintance,Tim
2014-03-31 13:46:13,2014-03-31 13:48:42,0,96.19.34.67,,149,1,2014-03-31 13:48:42,R_6W4Sg9F6bEhyNff,,,,,,1,1,13,1,1,1,1,1,1,1,2,Kayla,,1,1,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,6,1,4,6,6,2,5,6,6,3,2,,,,,,,,,,,,,your first cousin,
2014-03-31 13:42:48,2014-03-31 13:48:44,0,74.77.218.146,,356,1,2014-03-31 13:48:44,R_57Qw4f2EF4unWPb,,,,,,1,2,13,1,1,1,1,1,1,1,1,Melissa,2,1,1,1,1,1,1,1,2,2,2,1,1,1,1,1,2,2,2,2,2,,,,,,,,,,,,,3,3,1,3,3,4,2,3,3,4,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,your oldest living sibling,Melissa
2014-03-31 13:43:53,2014-03-31 13:49:34,0,68.200.50.116,,341,1,2014-03-31 13:49:34,R_6Q1XEexvOhXGmj3,,,,,,1,1,36,1,1,1,1,2,1,1,,John,,1,1,1,1,1,2,2,2,2,2,1,1,1,1,2,2,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,5,4,3,6,6,5,4,5,4,2,5,,,,,,,,,,,,,your closest friend,John
2014-03-31 13:48:18,2014-03-31 13:49:55,0,164.106.234.124,,97,1,2014-03-31 13:49:55,R_cZpKx4aU562B2jr,,,,,,1,1,12,1,1,1,1,2,1,1,,Shereen,,1,2,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,6,6,5,6,6,6,6,6,5,6,3,your mother,Shereen
2014-03-31 13:47:50,2014-03-31 13:50:14,0,50.80.104.53,,144,1,2014-03-31 13:50:15,R_bHm3fb1akVKcKWh,,,,,,1,2,7,1,1,2,1,1,,1,1,Adam,,1,1,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,6,6,1,1,6,6,1,6,6,5,1,1,,,,,,,,,,,,,,,,,,,,,,,,,your romantic partner,Adam
2014-03-31 13:44:10,2014-03-31 13:50:26,0,68.190.49.173,,376,1,2014-03-31 13:50:26,R_5gS93ugD8vSBzo1,,,,,,1,2,40,2,2,1,1,2,1,1,,Mattie,,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,,2,2,1,3,4,2,1,2,2,4,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,your first cousin,
2014-03-31 13:48:18,2014-03-31 13:50:34,0,74.71.248.125,,136,1,2014-03-31 13:50:34,R_e9HiiBM4d8w2ojb,,,,,,1,1,4,1,1,2,2,2,,,,Max,,1,1,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,,4,5,5,4,4,3,5,5,5,4,3,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,an acquaintance,Max
2014-03-31 13:48:58,2014-03-31 13:50:37,0,99.231.175.32,,99,1,2014-03-31 13:50:37,R_a5x7RcInD64k2gJ,,,,,,1,2,8,1,1,1,1,1,1,1,1,William,1,1,1,1,1,1,1,1,2,2,2,1,1,1,1,1,2,2,2,2,2,2,2,1,1,2,1,1,2,2,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,your oldest living sibling,William
2014-03-31 13:47:13,2014-03-31 13:50:40,0,173.22.197.71,,207,1,2014-03-31 13:50:40,R_bIvkI6Ct0BOubsN,,,,,,1,2,14,1,1,1,1,1,1,1,1,Brandy,,1,1,1,1,2,2,2,2,2,2,1,1,1,1,1,2,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,6,5,4,6,6,6,5,6,6,5,5,6,,,,,,,,,,,,,,,,,,,,,,,,,an acquaintance,Brandy
2014-03-31 13:46:34,2014-03-31 13:51:03,0,50.162.12.211,,269,1,2014-03-31 13:51:03,R_8DiP5K0Uv0l4sV7,,,,,,1,2,16,1,1,1,1,2,1,1,,,,1,1,1,1,2,2,2,2,2,2,1,1,1,1,2,2,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,6,2,6,6,6,6,6,6,6,3,5,,,,,,,,,,,,,a stranger,a stranger
2014-03-31 13:48:12,2014-03-31 13:51:09,0,173.58.43.246,,177,1,2014-03-31 13:51:10,R_2sKjLGICp4EELD7,,,,,,1,2,15,1,1,1,1,1,1,1,1,Robert,,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,5,3,1,1,5,5,1,3,4,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,your father,Robert
2014-03-31 13:48:29,2014-03-31 13:51:13,0,71.197.105.78,,164,1,2014-03-31 13:51:13,R_0MuD7YTwYbVItkp,,,,,,1,2,4,1,1,1,1,2,1,1,,Mina,,1,1,1,1,1,1,1,1,2,2,1,1,1,1,1,1,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,6,4,5,6,6,5,6,6,6,6,4,an acquaintance,Mina
2014-03-31 13:47:36,2014-03-31 13:51:22,0,23.24.163.197,,226,1,2014-03-31 13:51:22,R_9zDKtngSiM23N3L,,,,,,1,1,9,1,1,1,1,1,1,1,2,,,1,1,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,6,3,4,6,6,3,6,6,6,3,3,,,,,,,,,,,,,a stranger,a stranger
2014-03-31 13:49:08,2014-03-31 13:51:49,0,68.41.70.34,,161,1,2014-03-31 13:51:49,R_cv8Lw43QXp7yojX,,,,,,1,2,16,1,1,2,1,1,,1,1,Sandra,,1,1,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,1,3,2,2,2,2,3,4,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,your mother,Sandra
2014-03-31 13:49:00,2014-03-31 13:51:50,0,100.34.22.94,,170,1,2014-03-31 13:51:50,R_6u43DqBV6KZMS7r,,,,,,1,2,17,1,1,2,1,1,,1,1,Laura,,1,1,1,1,2,2,2,2,2,2,1,1,1,1,1,2,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,5,5,1,4,5,5,1,5,5,5,3,1,,,,,,,,,,,,,,,,,,,,,,,,,an acquaintance,Laura
2014-03-31 13:49:27,2014-03-31 13:52:03,0,24.144.13.13,,156,1,2014-03-31 13:52:03,R_efAWvkOsMkYgMUB,,,,,,1,1,10,1,1,1,1,1,1,1,2,Sawyer,,1,1,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,4,5,5,6,5,6,4,4,6,5,4,your closest friend,Sawyer
2014-03-31 13:46:28,2014-03-31 13:52:04,0,24.10.245.21,,336,1,2014-03-31 13:52:04,R_57MjrGQhpdDueCF,,,,,,1,1,3,1,1,1,1,2,1,1,,Zoe,,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,,5,5,3,5,5,5,3,5,5,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,your closest friend,Zoe
2014-03-31 13:46:24,2014-03-31 13:52:06,0,24.10.245.21,,342,1,2014-03-31 13:52:06,R_aaEADPIGlfsxRu5,,,,,,1,2,46,2,2,1,1,2,1,1,,Mary,,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,,5,5,3,5,5,5,3,5,5,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,your closest friend,Mary
2014-03-31 13:46:54,2014-03-31 13:52:20,0,24.20.232.28,,326,1,2014-03-31 13:52:20,R_dbADcseXLdLuYM5,,,,,,1,2,13,1,1,1,1,2,1,1,,Lisa,2,1,2,2,2,2,2,2,2,2,2,1,1,1,2,2,2,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,6,5,2,6,5,5,5,5,5,6,5,3,,,,,,,,,,,,,,,,,,,,,,,,,your oldest living sibling,Lisa
2014-03-31 13:48:19,2014-03-31 13:52:38,0,24.250.163.107,,259,1,2014-03-31 13:52:38,R_bBgBCt7b98mQLRz,,,,,,1,1,9,1,2,1,1,2,1,1,,Connie,,1,2,2,2,2,2,2,2,2,2,1,1,1,2,2,2,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,5,5,3,5,5,5,4,4,5,5,5,2,,,,,,,,,,,,,,,,,,,,,,,,,your mother,Connie
2014-03-31 13:46:08,2014-03-31 13:52:41,0,24.10.245.21,,393,1,2014-03-31 13:52:41,R_8CzeWmUBuzU6LLD,,,,,,1,1,25,1,2,1,1,2,1,1,,Nat,,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,5,3,3,5,5,3,5,5,5,3,3,an acquaintance,Nat
2014-03-31 13:51:04,2014-03-31 13:52:49,0,23.24.50.153,,105,1,2014-03-31 13:52:49,R_dbeGDPPW8oXj9Rz,,,,,,1,1,8,1,1,1,1,1,1,1,2,andrew,,1,1,1,1,1,2,2,2,2,2,1,1,1,1,1,2,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,6,3,6,6,6,4,5,6,6,4,5,,,,,,,,,,,,,an acquaintance,andrew
2014-03-31 13:51:08,2014-03-31 13:53:29,0,75.187.45.20,,141,1,2014-03-31 13:53:29,R_afoU7d3g6J0CERf,,,,,,1,1,5,1,1,1,1,2,1,1,,Blair,,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,6,3,5,6,6,4,6,6,6,2,4,,,,,,,,,,,,,your father,Blair
2014-03-31 13:50:35,2014-03-31 13:53:46,0,98.122.179.223,,191,1,2014-03-31 13:53:46,R_8l7OHY3o944bRE9,,,,,,1,2,13,1,1,1,1,1,1,1,1,Jody,,1,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,3,2,2,5,5,2,2,2,6,1,3,,,,,,,,,,,,,your mother,Jody
2014-03-31 13:51:13,2014-03-31 13:53:46,0,63.116.61.253,,153,1,2014-03-31 13:53:46,R_8odLNygQtJjH2zX,,,,,,1,2,10,1,1,1,1,2,1,1,,Lily,,1,1,1,1,1,1,2,2,2,2,1,1,1,1,1,1,1,2,2,2,,,,,,,,,,,,,3,3,1,2,3,3,2,3,3,3,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,your mother,Lily
